address,votes,funded_entities
0x2b0f5c892c035f2cbf512e14be4d7695e5be5739,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x3cae8809c046f172230f23b784da9b9d2818fcce,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0xe5cba64e22bed199845854de2f786eb1ee8aa2d1,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x7dc0d7b244e3d74ef3916715f9e2ada8e4973997,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x14dfc2fd838f403da0ffc336e852a7b0f6acee93,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0xd8f19d8ebde1e0d14bfe2ec19798f990df3ca865,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x051c9196d6cb5d034d696a20c46c5f4ae88f04e7,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x75f9dfb5c03f4680a870eea6b263c0b11c25f119,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x39a761098ac961ec29d34e47e6b50e14b9ef8814,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
0x203f99ef7c478268458f6347de03ca82a827481f,52,"[Good Entry Labs, Jones DAO, D2 Finance, Silo Labs, Thales, Sanko GameCorp, Camelot Exchange, Rodeo Finance, Dolomite, Furucombo, Vertex Protocol, Thetanuts Finance, PancakeSwap, Timeswap, DefiEdge, StakeDAO, WOOFi, CVI, Gamma, Perennial Finance, Wormhole Foundation, Angle Protocol, Magpie, Solv Protocol, Realm, dForce, Balancer DAO, Vela Exchange, Stargate Finance, MUX Protocol, Tally, Dopex, GMX, Lodestar Finance, Frax Finance, Abracadabra DAO, Umami Finance, OpenOcean, Stella, Notional, Gains Network, Trader Joe, KyberSwap, Pendle, Ramses, Shell Protocol, unshETH, Premia, RabbitHole, Radiant DAO, WINR Protocol, Tales of Elleria]"
